"","Roubo e Furto","Colisão Parcial","Colisão Perda Total","Incêndio","Assistência 24H","Compreensivo"
"014011-2",0,0,0,0,199.03,199.03
"014012-0",0,0,0,0,147.25,147.25
"014013-9",0,0,0,0,10.78,10.78
"014014-7",163.12,199.69,352.59,0,106.76,822.16
"014015-5",0,0,205.63,0,63.59,269.22
"014016-3",0,0,0,0,68.2,68.2
"014017-1",252.22,69.72,303.24,0,346.13,971.31
"014019-8",0,0,465.72,0,281.22,746.94
"014020-1",0,0,0,0,341.14,341.14
"014021-0",0,0,0,0,98.43,98.43
"014022-8",0,0,0,0,130.65,130.65
"014023-6",123.05,253.45,757.29,0,186.62,1320.41
"014027-9",0,0,0,0,0,0
"014028-7",168.54,35.75,362.39,28.76,508.39,1103.83
"014028-8",0,0,0,0,0,0
"014029-5",0,5.36,285.25,0,86.35,376.96
"014030-9",129.02,37.59,328.14,0,225.04,719.79
"014031-7",1473.76,1087.61,0,0,0,2561.37
"014032-5",753.64,448.01,1145.53,129.93,376.04,2853.15
"014033-3",235.98,213.41,656.2,0,777.25,1882.84
"014034-1",96.41,114.04,1146.01,0,143.58,1500.04
"014035-0",685.74,344.05,1125.19,21.11,953.07,3129.16
"014036-8",377.8,348.83,1157.67,0,666.05,2550.35
"014037-6",0,0,0,0,0,0
"014038-4",763.07,78.01,1512.33,0,58.32,2411.73
"014039-2",1470.82,2354.5,2730.5,33.18,2658.9,9247.9
"014040-6",1184.26,3225.6,2950.43,4.44,2258.7,9623.43
"014041-4",797.79,1137.75,1544.35,12.48,1410.35,4902.72
"014042-2",633.37,1622.14,1674.85,20.94,2016.34,5967.64
"014043-0",56.73,202.99,641.01,62.13,562.22,1525.08
"014044-4",0,0,0,0,0,0
"014044-9",730.31,253.12,702.59,0,729.24,2415.26
"014045-7",2401.27,4880.12,2775.11,5.47,2422.44,12484.41
"014046-5",638.36,1200.04,1082.74,34.77,818.57,3774.48
"014047-3",113.65,219.55,590.41,0,334.47,1258.08
"014048-1",2042.06,2089.64,2745.93,42.61,1844.78,8765.02
"014049-0",2618.23,3111.71,2979.14,47.3,2853,11609.38
"014050-3",1454.49,1657.94,1571.47,16.16,1376.11,6076.17
"014051-1",690.55,459.84,110.75,0,599.74,1860.88
"014052-0",490.39,345.64,1472.83,0,753.8,3062.66
"014052-2",0,0,0,0,0,0
"014053-8",814.07,2296.11,2895.45,11.63,1013.86,7031.12
"014054-6",1017.03,2502.82,3405.79,64.25,1332.22,8322.11
"014055-4",243.04,621.6,269.56,0,357.02,1491.22
"014056-2",1495.18,3352.23,1892.22,2.66,1234.24,7976.53
"014057-0",566.89,1332.89,1078.93,0,333.7,3312.41
"014058-9",1621.87,2502.3,2415.83,4.33,1164.53,7708.86
"014059-7",1633.13,4366.92,2883.26,10.54,1870.57,10764.42
"014060-0",719.71,1341.55,1268.05,0,584.34,3913.65
"014061-9",1694.28,4046.96,2389.23,16.46,1735.63,9882.56
"014062-7",760.58,1471.82,542.71,0,270.75,3045.86
"014063-5",1271.69,3327.54,1386.67,0,1286.9,7272.8
"014064-3",1748.8,2030.45,2625.21,1.12,1530.74,7936.32
"014065-1",3089.89,4163.18,4597.12,25.11,3832.14,15707.44
"014066-0",1024.54,88.73,321.35,0,1150.86,2585.48
"014067-8",575.41,1265.86,1187,0,607.01,3635.28
"014068-6",842.15,1395.34,1159.47,0,781.9,4178.86
"014069-4",568.84,1626.89,1188.96,30.29,1024.01,4438.99
"014070-8",527.89,1064.58,662.71,0,677.23,2932.41
"014071-6",712.22,1364.64,1707.53,11.38,538.28,4334.05
"014072-4",235.14,1195.9,619.49,0,426.95,2477.48
"014073-2",854.59,2243.68,1648.6,0,1002.95,5749.82
"014074-0",6122.34,10486,8543.04,135.87,5633.37,30920.62
"014075-9",1866.2,3030.64,2137,5.49,1800.43,8839.76
"014076-7",937.25,2750.36,1929.68,0,691.72,6309.01
"014077-5",801.78,1081.55,1158.36,0,642.4,3684.09
"014078-3",229.17,1421.02,1336.45,0,385.87,3372.51
"014079-1",933.27,2968.91,1820.26,9.94,1038.97,6771.35
"014079-9",0,192.36,0,0,0,192.36
"014080-5",633.86,1354.36,951.88,0,457.24,3397.34
"014081-3",3465.18,6508.72,3737.02,27.07,2671.67,16409.66
"014082-1",670.64,1365.56,443.19,0,339.03,2818.42
"014083-0",102.23,694.84,124.36,0,177.55,1098.98
"014084-8",554.79,124.32,343.44,0,72.09,1094.64
"014085-6",535.44,802.51,552.47,0,253.26,2143.68
"014086-4",2181.54,3053.93,1525.51,53.68,819.75,7634.41
"014087-2",4721.89,7405.88,2950.68,8.15,1905.6,16992.2
"014087-7",0,70.76,0,0,0,70.76
"014088-0",3052.45,6626.3,2869.67,20.53,1551.8,14120.75
"014089-9",3373.19,4322.68,2728.99,0,1165.15,11590.01
"014090-2",4979.16,6223.84,2981.39,2.19,2039.98,16226.56
"014091-0",2926.9,4427.34,2009.27,0,1237.46,10600.97
"014092-9",1793.26,2272.28,760.94,8.81,1133.6,5968.89
"014093-7",820.99,1084.79,399.66,0,490.08,2795.52
"014094-5",2854.55,4118.16,1438.74,0,949.31,9360.76
"014095-3",1894.52,3120.67,1467.29,0,640.01,7122.49
"014095-5",0,0,0,0,0,0
"014096-1",1932.97,4495.52,1941.17,2.76,868.54,9240.96
"014097-0",2170.66,6172.11,3588.28,0,1822.3,13753.35
"014098-8",876.69,3479.68,2017.16,0,1093.14,7466.67
"014099-6",0,570.64,0,0,94.63,665.27
"014100-3",0,994.5,0,0,942.21,1936.71
"014101-1",0,2434.66,0,0,183.69,2618.35
"014102-0",0,0,0,0,0,0
"014109-9",0,0,0,0,0,0
"014117-7",0,575.5,0,0,0,575.5
"014125-5",0,0,0,0,0,0
"014133-3",290.93,648.68,644.8,0,0,1584.41
"014141-1",0,455.47,0,0,0,455.47
"014150-0",0,0,0,0,0,0
"014168-8",0,0,0,0,0,0
"014176-6",0,0,0,0,0,0
"014184-4",0,392.42,895.22,0,0,1287.64
"014192-2",0,281.44,0,0,0,281.44
"014206-6",0,0,0,0,0,0
"014214-4",0,0,0,0,0,0
"014222-2",0,0,0,0,0,0
"014230-0",0,0,0,0,0,0
"014249-9",0,132.42,0,0,0,132.42
"014257-7",0,70.35,0,0,0,70.35
"014265-5",0,0,0,0,0,0
"014273-3",1926.38,646.97,0,0,0,2573.35
"014281-1",0,811.84,0,0,0,811.84
"014290-0",0,0,0,0,0,0
"014303-3",0,0,0,0,0,0
"014311-1",0,227.46,1620.83,0,0,1848.29
"014320-0",392.79,886.27,1350.3,0,0,2629.36
"014338-8",422.16,425.04,672.47,0,0,1519.67
"014346-6",0,6410.2,0,0,0,6410.2
"014354-4",0,0,0,0,0,0
"014362-2",0,0,6152.72,0,0,6152.72
"014370-0",0,0,0,0,0,0
"014389-9",0,0,0,0,0,0
"014397-7",0,0,0,0,0,0
"014400-0",0,0,0,0,0,0
"014419-9",0,0,0,0,0,0
"014427-7",0,0,0,0,0,0
"014435-5",0,0,0,0,0,0
"014443-3",0,0,0,0,0,0
"014451-1",0,143.91,0,0,0,143.91
"014494-4",0,131.38,0,0,0,131.38
"014508-8",0,0,0,0,0,0
"014516-6",0,0,0,0,0,0
"014524-4",6727.04,0,0,0,0,6727.04
"014532-2",0,470.97,783.42,0,0,1254.39
"014540-0",0,0,0,0,0,0
"014559-9",0,0,0,0,0,0
"014567-7",0,0,0,0,0,0
"014575-5",0,0,0,0,0,0
"014613-3",0,708,745.5,0,0,1453.5
"014621-1",0,0,0,0,0,0
"014630-0",0,571.73,0,0,0,571.73
"014648-8",0,0,0,0,0,0
"014656-6",0,0,0,0,0,0
"014664-4",0,339.89,0,0,0,339.89
"014672-2",0,0,0,0,0,0
"014699-9",0,0,0,0,0,0
"014702-2",0,0,0,0,0,0
"014710-0",0,0,0,0,0,0
"014729-9",0,0,0,0,0,0
"014737-7",0,340.83,0,0,0,340.83
"014745-5",0,137.49,0,0,0,137.49
"014753-3",708.1,95.57,0,0,0,803.67
"014761-1",0,0,0,0,0,0
"014770-0",0,1042.92,0,0,0,1042.92
"014788-8",0,409.65,0,0,0,409.65
"014796-6",0,343.07,0,0,0,343.07
"014800-0",0,452.04,1485.84,0,0,1937.88
"014818-8",0,338.58,938.13,0,0,1276.71
"014826-6",1574.17,106.5,0,0,0,1680.67
"014834-4",0,0,0,0,0,0
"014842-2",0,290.33,0,0,0,290.33
"014850-0",0,0,0,0,0,0
"014869-9",0,455.91,1350.83,0,0,1806.74
"014877-7",0,758.16,59.4,0,0,817.56
"014885-5",0,538.9,0,0,0,538.9
"014893-3",0,0,0,0,0,0
"014907-7",0,298.88,0,0,0,298.88
"014915-5",0,0,0,0,0,0
"014923-3",0,397.96,0,0,0,397.96
"014931-1",1099.92,536.98,664.57,0,0,2301.47
"014940-0",0,454.92,1064.78,0,0,1519.7
"014958-8",0,0,0,0,0,0
"014966-6",0,0,0,0,0,0
"014974-4",0,0,0,0,0,0
"014982-2",0,1521.75,0,0,0,1521.75
"014990-0",0,0,0,0,0,0
"015001-0",0,0,278.56,0,74.81,353.37
"015002-9",0,0,0,0,43.31,43.31
"015003-7",0,0,0,0,0,0
"015004-5",0,0,0,0,75.51,75.51
"015006-1",0,0,0,0,0,0
"015007-0",0,0,0,0,148.04,148.04
"015008-8",0,2071.36,0,0,3.22,2074.58
"015010-0",0,0,0,0,147.65,147.65
"015011-8",0,0,0,0,0,0
"015012-6",0,0,0,0,0,0
"015013-4",0,0,0,0,24.1,24.1
"015014-2",0,0,0,0,140.27,140.27
"015016-6",0,0,0,0,0,0
"015016-9",0,0,0,0,0,0
"015018-5",0,0,0,0,0,0
"015019-3",0,0,0,0,47.13,47.13
"015021-5",0,0,0,0,3.22,3.22
"015022-3",0,0,0,0,30.26,30.26
"015023-1",0,0,0,0,44.67,44.67
"015024-0",0,0,0,0,158.58,158.58
"015024-4",0,76.13,0,0,0,76.13
"015025-8",0,0,0,0,94.59,94.59
"015029-0",0,0,0,0,0,0
"015030-4",0,0,0,0,75.46,75.46
"015032-0",2409.39,562.41,1567.58,68.94,304.11,4912.43
"015032-2",0,0,0,0,0,0
"015033-9",0,0,0,0,140.5,140.5
"015034-7",0,0,0,0,538.42,538.42
"015035-5",0,0,0,0,55.82,55.82
"015036-3",0,0,0,0,0,0
"015037-1",0,0,0,0,0,0
"015038-0",0,0,0,0,109.71,109.71
"015039-8",0,0,0,0,111.5,111.5
"015040-0",0,699.76,0,0,0,699.76
"015040-1",0,0,0,0,141.09,141.09
"015041-0",0,0,0,0,9.84,9.84
"015042-8",0,146.22,0,0,157.68,303.9
"015043-6",0,43.49,0,0,127.81,171.3
"015044-4",0,0,0,0,19.69,19.69
"015045-2",0,0,0,0,2106.44,2106.44
"015046-0",0,0,0,0,0,0
"015047-9",0,0,0,0,60.04,60.04
"015048-7",0,0,0,0,75.34,75.34
"015049-5",0,0,0,0,137.8,137.8
"015050-9",0,0,1183.74,0,154.44,1338.18
"015051-7",1662.91,703.7,1465.84,63.37,656.69,4552.51
"015052-5",0,0,0,0,179.71,179.71
"015053-3",0,0,0,0,0,0
"015054-1",0,0,0,0,12.89,12.89
"015055-0",0,0,1899.33,0,43.65,1942.98
"015056-8",0,0,634.36,591.61,82.44,1308.41
"015057-6",0,0,0,0,0,0
"015058-4",0,0,0,0,160.64,160.64
"015059-2",0,31.11,862.96,0,96.67,990.74
"015059-9",0,487.94,0,0,0,487.94
"015060-6",0,0,0,0,265.98,265.98
"015061-4",0,0,0,0,0,0
"015062-2",1053.6,384.12,1025.8,25.36,471.57,2960.45
"015063-0",959.05,736.64,1234.7,22.82,511.86,3465.07
"015064-9",1386.09,1531.6,2471.17,21.95,1341.98,6752.79
"015065-7",2820.92,1566.89,2436.46,181.19,1639.39,8644.85
"015066-5",0,0,0,0,87.01,87.01
"015067-3",0,0,0,0,97.23,97.23
"015067-7",0,0,0,0,0,0
"015068-1",1495.45,927.97,1412.93,0,539.79,4376.14
"015069-0",1369.41,1440.13,3199.16,112.19,1742.48,7863.37
"015070-3",0,0,0,0,15.15,15.15
"015071-1",4310.68,2267.33,4375.03,29.99,2740.28,13723.31
"015072-0",1654.09,1360.4,2960.23,43.68,908.98,6927.38
"015073-8",1692.29,2118.61,2520.5,145.13,1459.88,7936.41
"015074-6",3007.27,1583.21,2616.01,39.24,1159.04,8404.77
"015075-4",1514.52,764.34,1443.29,0,322,4044.15
"015075-5",0,0,0,0,0,0
"015076-2",1017.16,663.71,482.96,0,498.14,2661.97
"015077-0",766.13,698.03,1006.93,0,552.98,3024.07
"015078-9",2043.6,1198.95,2330.66,53.5,932.02,6558.73
"015079-7",2089.49,1245.83,1337.53,1.95,1613.16,6287.96
"015080-0",1348.78,1041.36,1032.98,0,198.58,3621.7
"015081-9",1066.78,1258.47,1658.1,42.74,987.77,5013.86
"015082-7",517.16,1519.68,627.22,85.8,496.83,3246.69
"015083-3",0,61.98,0,0,0,61.98
"015083-5",1969.27,1661.06,2676.5,0,1421.76,7728.59
"015084-3",0,404.25,0,0,150.41,554.66
"015085-1",1144.9,1594.62,1873.26,0,470.94,5083.72
"015086-0",1865.94,2138.35,2345.49,43.23,1310.53,7703.54
"015087-8",0,0,16471.64,0,29.14,16500.78
"015088-6",8846.76,7915.77,4867.77,89.28,4369.41,26088.99
"015089-4",2196.21,2861.36,2361.32,25.53,1567.62,9012.04
"015090-8",2186.82,2582.89,1941.52,9.41,1680.68,8401.32
"015091-1",0,275.94,0,0,0,275.94
"015091-6",1094.93,1131.98,1055.03,64.4,628.58,3974.92
"015092-4",1998.78,2207.09,1214.48,13.69,1060.95,6494.99
"015093-2",2351.97,2622.8,2950.31,30.99,1199.34,9155.41
"015094-0",1080.48,1094.86,836.52,0,386.79,3398.65
"015095-9",1803.55,1342.62,441.16,2.9,835.2,4425.43
"015096-7",962.5,939.19,643.67,0,151.79,2697.15
"015097-5",2477.7,2245.54,1167.67,32.23,933.81,6856.95
"015098-3",816.87,1294.26,899.97,0,735.78,3746.88
"015099-1",3185.62,2580.44,1431.03,12,1145.78,8354.87
"015100-9",2715.23,3489.07,2201.49,43.47,1711.75,10161.01
"015101-7",2498.69,3223.94,2141.5,1.1,1490.17,9355.4
"015102-5",1098.69,1417.99,1200.14,0,604.07,4320.89
"015103-3",2956.8,3613.79,2501.97,17.43,1685.74,10775.73
"015104-1",558.05,1352,1289.07,0,1403.68,4602.8
"015105-0",1439.82,3134.61,1879.09,59.12,772.86,7285.5
"015105-5",0,0,0,0,0,0
"015106-8",2106.01,1458.16,1322.3,0,1344.41,6230.88
"015107-6",527.99,149.92,264.94,0,99.47,1042.32
"015108-4",831.04,1612.01,1536.74,0,558.77,4538.56
"015109-2",637.29,930.42,461.69,6.37,246.95,2282.72
"015110-6",302.33,501.58,402.43,0,316.22,1522.56
"015111-4",390.1,673.28,638.54,0,321.08,2023
"015112-2",679.74,680,600.34,0,141.89,2101.97
"015113-0",370.32,774.56,504.97,0,84.18,1734.03
"015114-9",421.57,742.79,525.52,0,279.82,1969.7
"015115-7",1050.51,682.5,580.92,0,458.27,2772.2
"015116-5",473.18,607.03,124.94,0,106.88,1312.03
"015117-3",411.85,548.24,189.05,0,78.51,1227.65
"015118-1",329.49,496.81,335.41,0,642,1803.71
"015119-0",1049.34,686.6,343.41,0,284.83,2364.18
"015120-3",797.58,1254.51,763.93,28.15,402.55,3246.72
"015121-1",569.03,308.13,0,0,156.14,1033.3
"015122-0",3159.91,451.57,0,0,42.84,3654.32
"015123-8",438.67,906.38,586.66,0,374.2,2305.91
"015124-6",789.56,1209,706,47.95,383.05,3135.56
"015125-4",590.22,582.35,492.03,81.85,120.61,1867.06
"015126-2",757.38,1027.38,585.56,64.48,450.85,2885.65
"015127-0",684.28,397.18,360.96,0,104.57,1546.99
"015128-9",495.02,866.74,776.24,0,223.73,2361.73
"015129-7",479.71,447.92,590.11,0,242.36,1760.1
"015130-0",989.92,806.64,350.26,0,418.21,2565.03
"015131-9",619.44,457.94,0,0,76.35,1153.73
"015132-7",789.95,649.88,431.27,0,420.62,2291.72
"015133-5",418.04,348.16,0,0,58.06,824.26
"015134-3",441.92,938.62,430.1,0,272.79,2083.43
"015135-1",314.09,1061.34,285.37,0,215.35,1876.15
"015136-0",843.74,2059.83,1546.08,0,535.43,4985.08
"015137-8",940.13,1856.11,424.48,0,377.94,3598.66
"015138-6",1523.14,3291.68,1528.84,5.61,787.12,7136.39
"015139-4",0,1174.36,0,0,18.51,1192.87
"015140-8",1095.67,543.67,212.79,6.46,179.94,2038.53
"015141-6",1616.53,2050.04,942.43,8.64,498.87,5116.51
"015142-4",1587.01,1132.38,731.76,0,482.93,3934.08
"015143-2",1138.22,1220.02,554.36,0,235.05,3147.65
"015144-0",2774.71,3595.62,1977.51,0,1367.03,9714.87
"015145-9",1832.52,3826.15,2391.24,0,605.59,8655.5
"015146-7",0,1030.27,277.36,0,258.5,1566.13
"015147-5",997.9,596.59,599.02,0,475.32,2668.83
"015148-3",612.2,359.13,0,0,28.89,1000.22
"015149-1",207.87,401.22,0,0,35.26,644.35
"01515-9 ",0,0,0,0,0,0
"015150-5",282.47,274.39,238.75,0,37.53,833.14
"015151-3",1950.17,2007.36,1059.02,0,681.68,5698.23
"015152-1",615.9,320.69,588.18,0,53.87,1578.64
"015153-0",928.58,1066.26,608.37,0,298.88,2902.09
"015154-8",488.62,785.04,804.73,0,92.65,2171.04
"015155-6",250.86,918.37,333.1,0,91.42,1593.75
"015156-4",4427.87,4709.35,2819.51,0,1418.88,13375.61
"015156-6",0,78.06,0,0,0,78.06
"015157-2",2428.96,3212.51,1605.53,0,1708.15,8955.15
"015158-0",320.81,738.26,451.52,0,496.73,2007.32
"015159-9",0,677.99,406.9,0,496.88,1581.77
"015160-2",213.02,715.17,786.58,0,332.87,2047.64
"015161-0",232.01,862.12,475.6,0,265.18,1834.91
"015162-9",954.07,563.05,537.77,0,54.29,2109.18
"015164-4",0,0,0,0,0,0
"015172-2",0,0,0,0,0,0
"015180-0",0,0,0,0,0,0
"016001-6",0,0,0,0,80.77,80.77
"016002-4",0,0,0,0,0,0
"016003-2",0,0,0,0,0,0
"016004-0",0,0,0,0,26.31,26.31
"016005-9",0,0,0,0,0,0
"016007-5",0,0,8116.78,0,0,8116.78
"016008-3",0,0,0,0,0,0
"016009-1",0,0,0,0,24.43,24.43
"016010-5",0,0,0,0,0,0
"016012-1",0,0,0,0,0,0
"016013-0",0,0,655.36,0,62.51,717.87
"016014-8",0,145.1,0,0,52.05,197.15
"016015-6",0,726.57,0,0,60.37,786.94
"016016-4",0,0,0,0,740.21,740.21
"016017-2",0,0,0,0,0,0
"016018-0",0,0,0,0,401.6,401.6
"016019-9",0,0,0,0,0,0
"016020-2",0,0,0,0,0,0
"016021-0",0,0,0,0,0,0
"016023-7",0,953.94,0,1650.81,183.11,2787.86
"016024-5",0,0,0,0,27.56,27.56
"016025-3",0,0,0,0,50.12,50.12
"016026-1",0,848.65,5136.78,0,23.17,6008.6
"016027-0",0,998.91,6001.64,0,39.42,7039.97
"016028-8",0,0,0,0,868.79,868.79
"016029-6",929.03,1492.61,5736.03,911.53,314.04,9383.24
"016030-0",0,57.56,0,0,434.26,491.82
"016031-8",0,0,0,0,0,0
"016032-6",0,0,22803.93,0,6.56,22810.49
"016033-4",0,0,0,0,61.36,61.36
"016034-2",0,0,0,0,510.02,510.02
"016035-0",0,0,0,0,0,0
"016036-9",0,0,0,0,0,0
"016038-5",0,0,0,0,574.75,574.75
"016039-3",0,0,0,0,0,0
"016040-7",0,0,0,0,0,0
"016041-5",0,3280.73,2565.57,0,442.71,6289.01
"016042-3",0,640.99,3143.43,0,287.06,4071.48
"016043-1",1399.69,1354.89,2711.59,0,291.54,5757.71
"016044-0",0,3450.6,2245.52,0,1150.76,6846.88
"016045-8",0,648.5,0,0,28.67,677.17
"016046-6",0,0,0,0,992.42,992.42
"016047-4",0,1171.66,0,0,99.99,1271.65
"016048-2",0,810.01,0,0,2.87,812.88
"016049-0",0,0,0,0,43.64,43.64
"016050-4",0,427.52,0,0,168,595.52
"016051-2",0,1784.61,0,0,530.33,2314.94
"016052-0",0,1806.13,2459.52,0,1051.12,5316.77
"016053-9",0,0,0,0,1582.47,1582.47
"016054-7",0,0,0,0,0,0
"016055-5",0,1464.86,0,0,289.09,1753.95
"016056-3",2320.56,509.78,0,0,666.46,3496.8
"016057-1",3.36,1891.78,0,0,179.43,2074.57
"016058-0",1020.62,1590.49,0,0,1291.68,3902.79
"016059-8",2238.45,278.16,0,0,154.83,2671.44
"016060-1",0,396.74,0,0,387.01,783.75
"016062-8",0,21.16,0,0,8.93,30.09
"016064-4",0,1186.95,0,0,0,1186.95
"016066-0",0,0,0,0,0,0
"016067-9",0,0,0,0,10.12,10.12
"016068-7",0,1911.3,0,0,54.38,1965.68
"016069-5",0,0,0,0,0,0
"017001-1",0,0,0,0,47.13,47.13
"017002-0",0,0,0,0,74.99,74.99
"017003-8",0,0,0,0,43.42,43.42
"017004-6",0,31.55,143.81,0,91.7,267.06
"017005-4",0,728.14,0,0,13.63,741.77
"017006-2",476.9,209.99,687.59,142.28,161.47,1678.23
"017008-9",0,0,0,0,0,0
"017009-7",0,0,0,0,0,0
"017010-0",0,0,0,0,0,0
"017011-9",1942.49,0,0,0,70.16,2012.65
"017012-7",0,0,0,0,0,0
"017013-5",0,0,4131.13,0,0,4131.13
"017014-3",0,0,1484.31,0,56.53,1540.84
"017015-1",179.88,236.5,497.13,80.43,211.98,1205.92
"017016-0",0,136.91,0,0,20.26,157.17
"017017-8",0,2593.62,0,0,40.76,2634.38
"017018-6",0,0,0,0,34.83,34.83
"017019-4",0,0,0,0,26.21,26.21
"017020-8",0,4.64,0,0,476.68,481.32
"017021-6",2002.88,2190.87,6101.3,178.14,802.92,11276.11
"017022-4",536.92,898.75,2005.67,5.87,394.1,3841.31
"017023-2",1253.15,708.28,0,0,39.75,2001.18
"017024-0",1340.17,1354.1,2701.92,0,508.17,5904.36
"017025-9",1147.1,841.41,2693.79,21.67,303.74,5007.71
"017026-7",0,0,0,0,0,0
"017027-5",0,0,0,0,647.16,647.16
"017028-3",364.72,636.3,1530.35,0,346.75,2878.12
"017029-1",0,1077.12,538.79,0,25.46,1641.37
"017030-5",21.85,451.96,808.1,0,221.94,1503.85
"017031-3",0,2121.77,3420.02,0,912.25,6454.04
"017032-1",0,871.17,3141.49,0,1285.33,5297.99
"017033-0",1697.46,1929.1,1196.79,20.67,630.34,5474.36
"017034-8",2173.8,2912.22,2175.8,83.15,1138.38,8483.35
"017035-6",2334.06,3129.92,1851.47,38.5,1116.71,8470.66
"017036-4",1534.68,1490.57,977.11,42.52,608.8,4653.68
"017037-2",604.1,1478.99,1741.83,0,610.95,4435.87
"017038-0",1191.04,1476.8,1661.79,0,716.94,5046.57
"017039-9",3353.33,102.26,1670.78,0,520.55,5646.92
"017040-2",396.03,791.04,619.86,0,438.87,2245.8
"017041-0",688.42,1144.02,598.52,0,107.84,2538.8
"017042-9",0,149.21,0,0,26.91,176.12
"017043-7",1192.43,597.13,817.36,0,131.49,2738.41
"017044-5",1380.78,2081.26,2232.73,0,763.8,6458.57
"017045-3",2533.58,4596.11,3110.43,0,1667.21,11907.33
"017046-1",3720.31,5966.62,3386.88,36.81,3217.88,16328.5
"017047-0",1775.51,2734.84,1635.4,0,1705.97,7851.72
"017048-8",968.85,1726.14,1098.69,46.58,1376.3,5216.56
"017049-6",0,0,0,0,477.57,477.57
"017050-0",0,0,0,0,148.9,148.9
"017051-8",589.4,1745.09,2055.48,0,401.7,4791.67
"017052-6",205.35,1132.52,1270.95,0,342.41,2951.23
"017053-4",668.01,1284.58,702.73,0,215.37,2870.69
"017054-2",410.05,814.07,360.17,0,84.84,1669.13
"017055-0",501.09,362.63,0,0,40.32,904.04
"017056-9",629.35,716.25,1139.52,0,572.66,3057.78
"017057-7",27.47,939.04,1380.02,0,87.56,2434.09
"017058-5",0,537.32,1178.37,0,377.6,2093.29
"017059-3",603.86,1086.04,193.54,192.13,515.67,2591.24
"017060-7",1209.73,1572.61,727.48,0,766.39,4276.21
"017061-5",0,0,0,0,145.15,145.15
"017062-3",1105.1,2815.15,1607.18,0,1022.22,6549.65
"017063-1",0,0,0,0,0,0
"017064-0",0,0,0,0,0,0
"017065-8",0,0,0,0,0,0
"017066-6",0,9.07,0,0,37.44,46.51
"018001-7",0,0,0,0,0,0
"018002-5",0,58.09,575.65,0,101.17,734.91
"018003-3",0,255.18,0,0,0,255.18
"018004-1",0,0,0,0,33.6,33.6
"018007-6",0,0,0,0,0,0
"018008-4",0,0,0,0,0,0
"018009-2",0,0,0,0,141.36,141.36
"018010-6",0,0,0,0,81.04,81.04
"018011-4",0,0,0,0,244.11,244.11
"018012-2",0,0,0,0,0,0
"018013-0",0,24.55,0,0,0,24.55
"018014-9",251.54,26.1,0,0,31.27,308.91
"018015-7",0,0,0,0,26.77,26.77
"018016-5",0,0,0,0,65.95,65.95
"018018-1",0,0,0,0,0,0
"018019-0",0,0,0,0,162.41,162.41
"018020-3",0,0,0,0,36.65,36.65
"018022-0",0,0,0,0,441.11,441.11
"018023-8",0,0,0,0,43.31,43.31
"018024-6",271.75,0,0,0,56.65,328.4
"018025-4",483.48,74.46,170.99,0,76.18,805.11
"018026-2",0,0,0,0,0,0
"018027-0",0,0,0,0,0,0
"018028-9",213.19,100.06,194.52,151.4,89.57,748.74
"018029-7",0,0,0,0,111.12,111.12
"018030-0",0,0,0,0,0,0
"018033-5",0,0,0,0,16.11,16.11
"018034-3",0,0,0,0,74.02,74.02
"018035-1",0,6.66,0,0,104.24,110.9
"018037-8",405.13,0,197.04,0,92.8,694.97
"018039-4",129.67,366.21,471.01,0,502.74,1469.63
"018042-4",0,0,0,0,0,0
"018043-2",0,0,0,0,5.72,5.72
"018045-9",0,0,0,0,0,0
"018046-7",0,0,0,0,47.01,47.01
"018047-5",1135.95,343.82,541.01,318.43,286.11,2625.32
"018048-3",439.44,105.52,440.67,0,160.51,1146.14
"018049-1",282.9,507.04,838.11,31.96,373.77,2033.78
"018050-5",0,439.97,0,0,100.26,540.23
"018051-3",1882.75,48.67,0,0,91.3,2022.72
"018052-1",0,0,0,0,22.07,22.07
"018053-0",0,181.88,157.06,153.32,95.93,588.19
"018054-8",1119.25,956.95,1657.77,18.19,815.19,4567.35
"018055-6",0,0,551.27,0,683.03,1234.3
"018056-4",1036.06,113.21,496.38,0,109.5,1755.15
"018057-2",508.52,299.07,825.83,0,155.47,1788.89
"018058-0",0,0,0,0,76.12,76.12
"018059-9",299.71,740.72,1188.67,4.63,601.87,2835.6
"018060-2",129.59,642.35,657.51,9.5,483.6,1922.55
"018061-0",1253.13,134.16,530.73,0,181.53,2099.55
"018062-9",0,0,2805.3,0,66.7,2872
"018063-7",427.85,658.18,427.52,0,77.68,1591.23
"018064-5",1306,1014.94,1639.41,19.97,940.47,4920.79
"018065-3",3431.57,771.83,1566.68,182.66,700.49,6653.23
"018066-1",267.43,150.09,828.12,0,91.76,1337.4
"018067-0",272.63,344.09,968.12,0,216.28,1801.12
"018068-8",164.61,495.68,704.96,14.2,234.42,1613.87
"018069-6",1174.12,790.37,2044.79,1.19,77.98,4088.45
"018070-0",461.33,536.74,640.34,43.72,419.16,2101.29
"018071-8",817.04,731,1152.29,131.13,627.93,3459.39
"018072-6",0,583.09,2535.9,0,1379.02,4498.01
"018073-4",1985.06,1283.38,2322.5,0.88,711.08,6302.9
"018074-2",974.02,507.62,1174.68,0,149.78,2806.1
"018075-0",1533.01,977.29,1624.46,0,491.15,4625.91
"018076-9",1655.75,1003.75,1555.69,56.05,671.11,4942.35
"018077-7",1240,1770,1579.6,44.63,625.68,5259.91
"018078-5",1225.01,692.74,1805.48,0,354.33,4077.56
